Wavelength,Transmission
4787.0,0.892078
4788.0,0.891875
4789.0,0.891682
4790.0,0.8915
4791.0,0.891329
4792.0,0.891169
4793.0,0.891019
4794.0,0.890875
4795.0,0.890738
4796.0,0.890606
4797.0,0.890478
4798.0,0.890352
4799.0,0.890226
4800.0,0.8901
4801.0,0.889972
4802.0,0.889845
4803.0,0.88972
4804.0,0.8896
4805.0,0.889486
4806.0,0.889382
4807.0,0.889289
4808.0,0.889209
4809.0,0.889146
4810.0,0.8891
4811.0,0.889074
4812.0,0.889069
4813.0,0.889085
4814.0,0.889122
4815.0,0.88918
4816.0,0.88926
4817.0,0.889361
4818.0,0.889485
4819.0,0.889631
4820.0,0.8898
4821.0,0.889991
4822.0,0.890203
4823.0,0.890434
4824.0,0.890682
4825.0,0.890944
4826.0,0.891219
4827.0,0.891504
4828.0,0.891797
4829.0,0.892096
4830.0,0.8924
4831.0,0.892706
4832.0,0.893014
4833.0,0.893325
4834.0,0.893639
4835.0,0.893956
4836.0,0.894276
4837.0,0.894601
4838.0,0.894929
4839.0,0.895262
4840.0,0.8956
4841.0,0.895943
4842.0,0.89629
4843.0,0.896644
4844.0,0.897003
4845.0,0.897369
4846.0,0.897741
4847.0,0.89812
4848.0,0.898506
4849.0,0.898899
4850.0,0.8993
4851.0,0.899708
4852.0,0.900123
4853.0,0.900543
4854.0,0.900967
4855.0,0.901392
4856.0,0.901818
4857.0,0.902244
4858.0,0.902667
4859.0,0.903086
4860.0,0.9035
4861.0,0.903908
4862.0,0.904308
4863.0,0.904703
4864.0,0.905092
4865.0,0.905474
4866.0,0.90585
4867.0,0.906221
4868.0,0.906586
4869.0,0.906946
4870.0,0.9073
4871.0,0.907649
4872.0,0.907992
4873.0,0.908328
4874.0,0.908656
4875.0,0.908974
4876.0,0.909283
4877.0,0.909581
4878.0,0.909867
4879.0,0.910141
4880.0,0.9104
4881.0,0.910645
4882.0,0.910875
4883.0,0.911091
4884.0,0.911292
4885.0,0.911479
4886.0,0.911652
4887.0,0.91181
4888.0,0.911954
4889.0,0.912084
4890.0,0.9122
4891.0,0.912302
4892.0,0.912391
4893.0,0.912468
4894.0,0.912532
4895.0,0.912585
4896.0,0.912627
4897.0,0.912659
4898.0,0.912681
4899.0,0.912695
4900.0,0.9127
4901.0,0.912698
4902.0,0.912689
4903.0,0.912674
4904.0,0.912655
4905.0,0.912632
4906.0,0.912607
4907.0,0.91258
4908.0,0.912552
4909.0,0.912525
4910.0,0.9125
4911.0,0.912477
4912.0,0.912456
4913.0,0.912436
4914.0,0.912418
4915.0,0.9124
4916.0,0.912382
4917.0,0.912364
4918.0,0.912344
4919.0,0.912323
4920.0,0.9123
4921.0,0.912275
4922.0,0.912248
4923.0,0.91222
4924.0,0.912193
4925.0,0.912168
4926.0,0.912145
4927.0,0.912126
4928.0,0.912111
4929.0,0.912102
4930.0,0.9121
4931.0,0.912105
4932.0,0.912118
4933.0,0.912139
4934.0,0.912167
4935.0,0.912203
4936.0,0.912247
4937.0,0.912298
4938.0,0.912358
4939.0,0.912425
4940.0,0.9125
4941.0,0.912583
4942.0,0.912673
4943.0,0.91277
4944.0,0.912874
4945.0,0.912983
4946.0,0.913098
4947.0,0.913217
4948.0,0.913341
4949.0,0.913469
4950.0,0.9136
4951.0,0.913734
4952.0,0.913871
4953.0,0.914011
4954.0,0.914155
4955.0,0.914303
4956.0,0.914454
4957.0,0.914609
4958.0,0.914768
4959.0,0.914932
4960.0,0.9151
4961.0,0.915273
4962.0,0.91545
4963.0,0.915629
4964.0,0.915811
4965.0,0.915994
4966.0,0.916178
4967.0,0.916361
4968.0,0.916543
4969.0,0.916723
4970.0,0.9169
4971.0,0.917073
4972.0,0.917242
4973.0,0.917407
4974.0,0.917566
4975.0,0.91772
4976.0,0.917869
4977.0,0.918012
4978.0,0.918148
4979.0,0.918278
4980.0,0.9184
4981.0,0.918515
4982.0,0.918622
4983.0,0.91872
4984.0,0.918808
4985.0,0.918887
4986.0,0.918954
4987.0,0.91901
4988.0,0.919053
4989.0,0.919083
4990.0,0.9191
4991.0,0.919102
4992.0,0.919091
4993.0,0.919065
4994.0,0.919025
4995.0,0.918971
4996.0,0.918904
4997.0,0.918823
4998.0,0.918728
4999.0,0.918621
5000.0,0.9185
5001.0,0.918366
5002.0,0.918221
5003.0,0.918063
5004.0,0.917895
5005.0,0.917717
5006.0,0.917529
5007.0,0.917333
5008.0,0.917129
5009.0,0.916918
5010.0,0.9167
5011.0,0.916476
5012.0,0.916246
5013.0,0.916009
5014.0,0.915764
5015.0,0.915511
5016.0,0.915249
5017.0,0.914978
5018.0,0.914696
5019.0,0.914404
5020.0,0.9141
5021.0,0.913784
5022.0,0.913457
5023.0,0.913119
5024.0,0.912771
5025.0,0.912413
5026.0,0.912046
5027.0,0.911671
5028.0,0.911288
5029.0,0.910897
5030.0,0.9105
5031.0,0.910097
5032.0,0.909689
5033.0,0.909278
5034.0,0.908864
5035.0,0.908449
5036.0,0.908034
5037.0,0.90762
5038.0,0.907209
5039.0,0.906802
5040.0,0.9064
5041.0,0.906004
5042.0,0.905615
5043.0,0.905233
5044.0,0.904858
5045.0,0.904492
5046.0,0.904134
5047.0,0.903786
5048.0,0.903447
5049.0,0.903118
5050.0,0.9028
5051.0,0.902493
5052.0,0.902197
5053.0,0.901913
5054.0,0.901642
5055.0,0.901383
5056.0,0.901138
5057.0,0.900907
5058.0,0.900689
5059.0,0.900487
5060.0,0.9003
5061.0,0.900128
5062.0,0.899973
5063.0,0.899833
5064.0,0.899709
5065.0,0.8996
5066.0,0.899508
5067.0,0.899432
5068.0,0.899372
5069.0,0.899328
5070.0,0.8993
5071.0,0.899288
5072.0,0.899292
5073.0,0.899311
5074.0,0.899344
5075.0,0.899391
5076.0,0.89945
5077.0,0.899521
5078.0,0.899604
5079.0,0.899697
5080.0,0.8998
5081.0,0.899913
5082.0,0.900035
5083.0,0.900167
5084.0,0.900309
5085.0,0.900462
5086.0,0.900626
5087.0,0.900801
5088.0,0.900989
5089.0,0.901188
5090.0,0.9014
5091.0,0.901625
5092.0,0.901862
5093.0,0.902112
5094.0,0.902374
5095.0,0.902649
5096.0,0.902936
5097.0,0.903234
5098.0,0.903545
5099.0,0.903867
5100.0,0.9042
5101.0,0.904544
5102.0,0.904899
5103.0,0.905264
5104.0,0.905636
5105.0,0.906017
5106.0,0.906404
5107.0,0.906797
5108.0,0.907194
5109.0,0.907596
5110.0,0.908
5111.0,0.908406
5112.0,0.908813
5113.0,0.909219
5114.0,0.909622
5115.0,0.910021
5116.0,0.910414
5117.0,0.9108
5118.0,0.911178
5119.0,0.911545
5120.0,0.9119
5121.0,0.912242
5122.0,0.912572
5123.0,0.912891
5124.0,0.9132
5125.0,0.9135
5126.0,0.913791
5127.0,0.914076
5128.0,0.914355
5129.0,0.914629
5130.0,0.9149
5131.0,0.915168
5132.0,0.915432
5133.0,0.915692
5134.0,0.915946
5135.0,0.916193
5136.0,0.916434
5137.0,0.916665
5138.0,0.916888
5139.0,0.9171
5140.0,0.9173
5141.0,0.917488
5142.0,0.917664
5143.0,0.917827
5144.0,0.917977
5145.0,0.918114
5146.0,0.918238
5147.0,0.918349
5148.0,0.918446
5149.0,0.91853
5150.0,0.9186
5151.0,0.918656
5152.0,0.918699
5153.0,0.918729
5154.0,0.918745
5155.0,0.91875
5156.0,0.918742
5157.0,0.918723
5158.0,0.918693
5159.0,0.918652
5160.0,0.9186
5161.0,0.918538
5162.0,0.918467
5163.0,0.918386
5164.0,0.918297
5165.0,0.918199
5166.0,0.918094
5167.0,0.91798
5168.0,0.91786
5169.0,0.917733
5170.0,0.9176
5171.0,0.917461
5172.0,0.917317
5173.0,0.917167
5174.0,0.917013
5175.0,0.916854
5176.0,0.91669
5177.0,0.916523
5178.0,0.916352
5179.0,0.916178
5180.0,0.916
5181.0,0.91582
5182.0,0.915636
5183.0,0.915451
5184.0,0.915263
5185.0,0.915073
5186.0,0.914882
5187.0,0.914688
5188.0,0.914493
5189.0,0.914297
5190.0,0.9141
5191.0,0.913902
5192.0,0.913704
5193.0,0.913506
5194.0,0.91331
