Wavelength,Transmission
7367.0,0.972679
7368.0,0.972754
7369.0,0.972828
7370.0,0.9729
7371.0,0.97297
7372.0,0.973038
7373.0,0.973105
7374.0,0.973169
7375.0,0.97323
7376.0,0.97329
7377.0,0.973346
7378.0,0.9734
7379.0,0.973452
7380.0,0.9735
7381.0,0.973545
7382.0,0.973589
7383.0,0.973632
7384.0,0.973674
7385.0,0.973719
7386.0,0.973766
7387.0,0.973816
7388.0,0.973871
7389.0,0.973932
7390.0,0.974
7391.0,0.974076
7392.0,0.974159
7393.0,0.974248
7394.0,0.974344
7395.0,0.974445
7396.0,0.97455
7397.0,0.974659
7398.0,0.97477
7399.0,0.974884
7400.0,0.975
7401.0,0.975116
7402.0,0.975233
7403.0,0.975349
7404.0,0.975464
7405.0,0.975578
7406.0,0.975689
7407.0,0.975797
7408.0,0.975902
7409.0,0.976004
7410.0,0.9761
7411.0,0.976192
7412.0,0.976279
7413.0,0.976365
7414.0,0.976449
7415.0,0.976533
7416.0,0.976618
7417.0,0.976706
7418.0,0.976798
7419.0,0.976896
7420.0,0.977
7421.0,0.977112
7422.0,0.97723
7423.0,0.977355
7424.0,0.977484
7425.0,0.977617
7426.0,0.977753
7427.0,0.97789
7428.0,0.978028
7429.0,0.978165
7430.0,0.9783
7431.0,0.978433
7432.0,0.978563
7433.0,0.97869
7434.0,0.978815
7435.0,0.978936
7436.0,0.979055
7437.0,0.979171
7438.0,0.979284
7439.0,0.979393
7440.0,0.9795
7441.0,0.979604
7442.0,0.979704
7443.0,0.979802
7444.0,0.979896
7445.0,0.979988
7446.0,0.980076
7447.0,0.980162
7448.0,0.980244
7449.0,0.980323
7450.0,0.9804
7451.0,0.980474
7452.0,0.980545
7453.0,0.980615
7454.0,0.980683
7455.0,0.980751
7456.0,0.980818
7457.0,0.980887
7458.0,0.980956
7459.0,0.981027
7460.0,0.9811
7461.0,0.981176
7462.0,0.981254
7463.0,0.981334
7464.0,0.981415
7465.0,0.981497
7466.0,0.981579
7467.0,0.981661
7468.0,0.981742
7469.0,0.981822
7470.0,0.9819
7471.0,0.981976
7472.0,0.98205
7473.0,0.982122
7474.0,0.982192
7475.0,0.982262
7476.0,0.98233
7477.0,0.982398
7478.0,0.982465
7479.0,0.982532
7480.0,0.9826
7481.0,0.982668
7482.0,0.982736
7483.0,0.982803
7484.0,0.982868
7485.0,0.982932
7486.0,0.982993
7487.0,0.983051
7488.0,0.983105
7489.0,0.983155
7490.0,0.9832
7491.0,0.983239
7492.0,0.983274
7493.0,0.983303
7494.0,0.983327
7495.0,0.983348
7496.0,0.983365
7497.0,0.983378
7498.0,0.983388
7499.0,0.983395
7500.0,0.9834
7501.0,0.983403
7502.0,0.983403
7503.0,0.983401
7504.0,0.983397
7505.0,0.983389
7506.0,0.983378
7507.0,0.983364
7508.0,0.983347
7509.0,0.983325
7510.0,0.9833
7511.0,0.983271
7512.0,0.983238
7513.0,0.983201
7514.0,0.983162
7515.0,0.983121
7516.0,0.983079
7517.0,0.983034
7518.0,0.98299
7519.0,0.982945
7520.0,0.9829
7521.0,0.982856
7522.0,0.982813
7523.0,0.98277
7524.0,0.982729
7525.0,0.982688
7526.0,0.982648
7527.0,0.98261
7528.0,0.982572
7529.0,0.982535
7530.0,0.9825
7531.0,0.982466
7532.0,0.982431
7533.0,0.982395
7534.0,0.982356
7535.0,0.982314
7536.0,0.982266
7537.0,0.982212
7538.0,0.982151
7539.0,0.982081
7540.0,0.982
7541.0,0.981909
7542.0,0.981808
7543.0,0.9817
7544.0,0.981586
7545.0,0.981469
7546.0,0.98135
7547.0,0.981232
7548.0,0.981116
7549.0,0.981005
7550.0,0.9809
7551.0,0.980803
7552.0,0.980713
7553.0,0.980628
7554.0,0.980549
7555.0,0.980473
7556.0,0.980399
7557.0,0.980326
7558.0,0.980252
7559.0,0.980178
7560.0,0.9801
7561.0,0.980019
7562.0,0.979933
7563.0,0.979844
7564.0,0.979751
7565.0,0.979653
7566.0,0.979551
7567.0,0.979445
7568.0,0.979334
7569.0,0.979219
7570.0,0.9791
7571.0,0.978976
7572.0,0.978849
7573.0,0.978719
7574.0,0.978587
7575.0,0.978454
7576.0,0.97832
7577.0,0.978187
7578.0,0.978056
7579.0,0.977926
