#http://jwst.astro.umontreal.ca/?page_id=51

NIRISS Instrument Team Estimated Throughput. Source: Loic Albert.
First order is valid between 0.6 and 3.0 microns.
Second order is valid between 0.6 and 1.4 microns.
Third order is a highly uncertain guess lacking lab test.
---
     wavelength (nm)       T first order      T second order       T third order
               2658.              0.1487             0.01292               0.000
               2659.              0.1486             0.01292               0.000
               2660.              0.1485             0.01291               0.000
               2661.              0.1484             0.01291               0.000
               2662.              0.1483             0.01290               0.000
               2663.              0.1481             0.01290               0.000
               2664.              0.1480             0.01289               0.000
               2665.              0.1479             0.01289               0.000
               2666.              0.1478             0.01289               0.000
               2667.              0.1477             0.01288               0.000
               2668.              0.1475             0.01288               0.000
               2669.              0.1474             0.01287               0.000
               2670.              0.1473             0.01287               0.000
               2671.              0.1472             0.01287               0.000
               2672.              0.1471             0.01287               0.000
               2673.              0.1469             0.01286               0.000
               2674.              0.1468             0.01286               0.000
               2675.              0.1467             0.01285               0.000
               2676.              0.1466             0.01285               0.000
               2677.              0.1465             0.01285               0.000
               2678.              0.1464             0.01284               0.000
               2679.              0.1463             0.01284               0.000
               2680.              0.1462             0.01284               0.000
               2681.              0.1460             0.01283               0.000
               2682.              0.1459             0.01282               0.000
               2683.              0.1457             0.01281               0.000
               2684.              0.1456             0.01281               0.000
               2685.              0.1455             0.01280               0.000
               2686.              0.1454             0.01280               0.000
               2687.              0.1452             0.01279               0.000
               2688.              0.1451             0.01279               0.000
               2689.              0.1450             0.01279               0.000
               2690.              0.1449             0.01278               0.000
               2691.              0.1448             0.01278               0.000
               2692.              0.1447             0.01277               0.000
               2693.              0.1445             0.01277               0.000
               2694.              0.1444             0.01276               0.000
               2695.              0.1443             0.01276               0.000
               2696.              0.1442             0.01276               0.000
               2697.              0.1441             0.01275               0.000
               2698.              0.1439             0.01275               0.000
               2699.              0.1438             0.01274               0.000
               2700.              0.1437             0.01273               0.000
               2701.              0.1435             0.01273               0.000
               2702.              0.1434             0.01272               0.000
               2703.              0.1432             0.01271               0.000
               2704.              0.1431             0.01270               0.000
               2705.              0.1430             0.01270               0.000
               2706.              0.1429             0.01270               0.000
               2707.              0.1427             0.01269               0.000
               2708.              0.1426             0.01269               0.000
               2709.              0.1425             0.01268               0.000
               2710.              0.1424             0.01268               0.000
               2711.              0.1423             0.01267               0.000
               2712.              0.1422             0.01267               0.000
               2713.              0.1420             0.01266               0.000
               2714.              0.1419             0.01266               0.000
               2715.              0.1418             0.01265               0.000
               2716.              0.1417             0.01265               0.000
               2717.              0.1416             0.01264               0.000
               2718.              0.1414             0.01264               0.000
               2719.              0.1413             0.01263               0.000
               2720.              0.1412             0.01262               0.000
               2721.              0.1410             0.01261               0.000
               2722.              0.1409             0.01261               0.000
               2723.              0.1407             0.01260               0.000
               2724.              0.1406             0.01259               0.000
               2725.              0.1404             0.01258               0.000
               2726.              0.1403             0.01258               0.000
               2727.              0.1402             0.01257               0.000
               2728.              0.1400             0.01257               0.000
               2729.              0.1399             0.01256               0.000
               2730.              0.1398             0.01256               0.000
               2731.              0.1397             0.01255               0.000
               2732.              0.1395             0.01254               0.000
               2733.              0.1394             0.01253               0.000
               2734.              0.1392             0.01253               0.000
               2735.              0.1391             0.01252               0.000
               2736.              0.1390             0.01251               0.000
               2737.              0.1388             0.01251               0.000
               2738.              0.1387             0.01250               0.000
               2739.              0.1386             0.01250               0.000
               2740.              0.1385             0.01249               0.000
               2741.              0.1384             0.01249               0.000
               2742.              0.1382             0.01248               0.000
               2743.              0.1381             0.01247               0.000
               2744.              0.1379             0.01246               0.000
               2745.              0.1378             0.01245               0.000
               2746.              0.1376             0.01245               0.000
               2747.              0.1375             0.01244               0.000
               2748.              0.1373             0.01243               0.000
               2749.              0.1372             0.01242               0.000
               2750.              0.1370             0.01242               0.000
               2751.              0.1369             0.01241               0.000
               2752.              0.1368             0.01240               0.000
               2753.              0.1367             0.01240               0.000
               2754.              0.1366             0.01239               0.000
               2755.              0.1364             0.01238               0.000
               2756.              0.1363             0.01238               0.000
               2757.              0.1361             0.01237               0.000
               2758.              0.1360             0.01236               0.000
               2759.              0.1358             0.01235               0.000
               2760.              0.1357             0.01234               0.000
               2761.              0.1355             0.01233               0.000
               2762.              0.1354             0.01233               0.000
               2763.              0.1353             0.01232               0.000
               2764.              0.1351             0.01231               0.000
               2765.              0.1350             0.01230               0.000
               2766.              0.1349             0.01230               0.000
               2767.              0.1348             0.01230               0.000
               2768.              0.1347             0.01229               0.000
               2769.              0.1346             0.01229               0.000
               2770.              0.1344             0.01228               0.000
               2771.              0.1343             0.01227               0.000
               2772.              0.1342             0.01227               0.000
               2773.              0.1340             0.01225               0.000
               2774.              0.1339             0.01225               0.000
               2775.              0.1337             0.01224               0.000
               2776.              0.1336             0.01223               0.000
               2777.              0.1334             0.01222               0.000
               2778.              0.1333             0.01222               0.000
               2779.              0.1331             0.01221               0.000
               2780.              0.1330             0.01220               0.000
               2781.              0.1328             0.01219               0.000
               2782.              0.1327             0.01218               0.000
               2783.              0.1326             0.01218               0.000
               2784.              0.1325             0.01217               0.000
               2785.              0.1323             0.01216               0.000
               2786.              0.1322             0.01215               0.000
               2787.              0.1321             0.01215               0.000
               2788.              0.1319             0.01214               0.000
               2789.              0.1318             0.01214               0.000
               2790.              0.1317             0.01213               0.000
               2791.              0.1316             0.01212               0.000
               2792.              0.1315             0.01212               0.000
               2793.              0.1314             0.01211               0.000
               2794.              0.1313             0.01211               0.000
               2795.              0.1312             0.01210               0.000
               2796.              0.1311             0.01210               0.000
               2797.              0.1309             0.01209               0.000
               2798.              0.1308             0.01208               0.000
               2799.              0.1307             0.01208               0.000
               2800.              0.1305             0.01207               0.000
               2801.              0.1304             0.01206               0.000
               2802.              0.1303             0.01205               0.000
               2803.              0.1301             0.01204               0.000
               2804.              0.1300             0.01204               0.000
               2805.              0.1299             0.01203               0.000
               2806.              0.1297             0.01202               0.000
               2807.              0.1296             0.01201               0.000
               2808.              0.1295             0.01201               0.000
               2809.              0.1293             0.01200               0.000
               2810.              0.1292             0.01199               0.000
               2811.              0.1291             0.01199               0.000
               2812.              0.1290             0.01198               0.000
               2813.              0.1289             0.01198               0.000
               2814.              0.1288             0.01197               0.000
               2815.              0.1287             0.01197               0.000
               2816.              0.1286             0.01196               0.000
               2817.              0.1285             0.01196               0.000
               2818.              0.1284             0.01195               0.000
               2819.              0.1282             0.01194               0.000
               2820.              0.1281             0.01194               0.000
               2821.              0.1280             0.01193               0.000
               2822.              0.1278             0.01192               0.000
               2823.              0.1277             0.01192               0.000
               2824.              0.1276             0.01191               0.000
               2825.              0.1275             0.01190               0.000
               2826.              0.1274             0.01190               0.000
               2827.              0.1273             0.01189               0.000
               2828.              0.1272             0.01189               0.000
               2829.              0.1271             0.01188               0.000
               2830.              0.1270             0.01188               0.000
               2831.              0.1269             0.01187               0.000
               2832.              0.1268             0.01187               0.000
               2833.              0.1266             0.01186               0.000
               2834.              0.1265             0.01185               0.000
               2835.              0.1264             0.01184               0.000
               2836.              0.1263             0.01184               0.000
               2837.              0.1261             0.01183               0.000
               2838.              0.1260             0.01182               0.000
               2839.              0.1259             0.01182               0.000
               2840.              0.1258             0.01181               0.000
               2841.              0.1257             0.01180               0.000
               2842.              0.1256             0.01180               0.000
               2843.              0.1255             0.01180               0.000
               2844.              0.1254             0.01179               0.000
               2845.              0.1253             0.01179               0.000
               2846.              0.1252             0.01178               0.000
               2847.              0.1251             0.01178               0.000
               2848.              0.1250             0.01177               0.000
               2849.              0.1248             0.01176               0.000
               2850.              0.1247             0.01175               0.000
               2851.              0.1246             0.01175               0.000
               2852.              0.1245             0.01174               0.000
               2853.              0.1244             0.01174               0.000
               2854.              0.1244             0.01174               0.000
               2855.              0.1243             0.01173               0.000
               2856.              0.1241             0.01173               0.000
               2857.              0.1240             0.01172               0.000
               2858.              0.1239             0.01171               0.000
               2859.              0.1238             0.01170               0.000
               2860.              0.1236             0.01170               0.000
               2861.              0.1235             0.01169               0.000
               2862.              0.1235             0.01169               0.000
               2863.              0.1234             0.01168               0.000
               2864.              0.1233             0.01168               0.000
               2865.              0.1232             0.01167               0.000
               2866.              0.1231             0.01167               0.000
               2867.              0.1230             0.01166               0.000
               2868.              0.1229             0.01166               0.000
               2869.              0.1228             0.01165               0.000
               2870.              0.1227             0.01165               0.000
               2871.              0.1226             0.01165               0.000
               2872.              0.1225             0.01164               0.000
               2873.              0.1224             0.01163               0.000
               2874.              0.1222             0.01162               0.000
               2875.              0.1221             0.01162               0.000
               2876.              0.1220             0.01161               0.000
               2877.              0.1219             0.01160               0.000
               2878.              0.1218             0.01160               0.000
               2879.              0.1218             0.01160               0.000
               2880.              0.1217             0.01159               0.000
               2881.              0.1216             0.01159               0.000
               2882.              0.1215             0.01159               0.000
               2883.              0.1214             0.01158               0.000
               2884.              0.1213             0.01157               0.000
               2885.              0.1212             0.01157               0.000
               2886.              0.1211             0.01156               0.000
               2887.              0.1210             0.01155               0.000
               2888.              0.1208             0.01155               0.000
               2889.              0.1207             0.01154               0.000
               2890.              0.1206             0.01153               0.000
               2891.              0.1205             0.01153               0.000
               2892.              0.1204             0.01153               0.000
               2893.              0.1203             0.01152               0.000
               2894.              0.1202             0.01152               0.000
               2895.              0.1201             0.01151               0.000
               2896.              0.1201             0.01151               0.000
               2897.              0.1200             0.01150               0.000
               2898.              0.1199             0.01150               0.000
               2899.              0.1198             0.01149               0.000
               2900.              0.1197             0.01149               0.000
               2901.              0.1196             0.01148               0.000
               2902.              0.1194             0.01147               0.000
               2903.              0.1193             0.01146               0.000
               2904.              0.1192             0.01146               0.000
               2905.              0.1191             0.01145               0.000
               2906.              0.1190             0.01144               0.000
               2907.              0.1189             0.01144               0.000
               2908.              0.1188             0.01143               0.000
               2909.              0.1187             0.01143               0.000
               2910.              0.1186             0.01143               0.000
               2911.              0.1185             0.01142               0.000
               2912.              0.1184             0.01142               0.000
               2913.              0.1183             0.01141               0.000
               2914.              0.1182             0.01141               0.000
               2915.              0.1181             0.01140               0.000
               2916.              0.1180             0.01140               0.000
               2917.              0.1180             0.01139               0.000
               2918.              0.1179             0.01139               0.000
               2919.              0.1178             0.01138               0.000
               2920.              0.1177             0.01138               0.000
               2921.              0.1176             0.01137               0.000
               2922.              0.1175             0.01137               0.000
               2923.              0.1174             0.01136               0.000
               2924.              0.1173             0.01136               0.000
               2925.              0.1172             0.01135               0.000
               2926.              0.1171             0.01135               0.000
               2927.              0.1170             0.01134               0.000
               2928.              0.1169             0.01134               0.000
               2929.              0.1168             0.01133               0.000
               2930.              0.1167             0.01133               0.000
               2931.              0.1167             0.01132               0.000
               2932.              0.1166             0.01132               0.000
               2933.              0.1165             0.01131               0.000
               2934.              0.1164             0.01131               0.000
               2935.              0.1163             0.01130               0.000
               2936.              0.1161             0.01129               0.000
               2937.              0.1160             0.01128               0.000
               2938.              0.1159             0.01127               0.000
               2939.              0.1158             0.01127               0.000
               2940.              0.1157             0.01126               0.000
               2941.              0.1156             0.01125               0.000
               2942.              0.1155             0.01125               0.000
               2943.              0.1154             0.01124               0.000
               2944.              0.1153             0.01125               0.000
               2945.              0.1152             0.01124               0.000
               2946.              0.1151             0.01123               0.000
               2947.              0.1150             0.01123               0.000
               2948.              0.1149             0.01122               0.000
               2949.              0.1149             0.01122               0.000
               2950.              0.1148             0.01121               0.000
               2951.              0.1147             0.01121               0.000
               2952.              0.1146             0.01121               0.000
               2953.              0.1145             0.01120               0.000
               2954.              0.1144             0.01120               0.000
               2955.              0.1143             0.01119               0.000
               2956.              0.1142             0.01118               0.000
               2957.              0.1141             0.01118               0.000
               2958.              0.1140             0.01118               0.000
               2959.              0.1140             0.01117               0.000
               2960.              0.1139             0.01117               0.000
               2961.              0.1138             0.01116               0.000
               2962.              0.1137             0.01116               0.000
               2963.              0.1136             0.01115               0.000
               2964.              0.1135             0.01115               0.000
               2965.              0.1134             0.01114               0.000
               2966.              0.1133             0.01114               0.000
               2967.              0.1133             0.01114               0.000
               2968.              0.1132             0.01113               0.000
               2969.              0.1132             0.01113               0.000
               2970.              0.1131             0.01113               0.000
               2971.              0.1130             0.01112               0.000
               2972.              0.1129             0.01112               0.000
               2973.              0.1128             0.01111               0.000
               2974.              0.1127             0.01110               0.000
               2975.              0.1126             0.01110               0.000
               2976.              0.1125             0.01109               0.000
               2977.              0.1124             0.01109               0.000
               2978.              0.1123             0.01108               0.000
               2979.              0.1123             0.01108               0.000
               2980.              0.1122             0.01107               0.000
               2981.              0.1121             0.01107               0.000
               2982.              0.1120             0.01107               0.000
               2983.              0.1119             0.01106               0.000
               2984.              0.1118             0.01106               0.000
               2985.              0.1117             0.01105               0.000
               2986.              0.1116             0.01105               0.000
               2987.              0.1115             0.01104               0.000
               2988.              0.1114             0.01104               0.000
               2989.              0.1114             0.01103               0.000
               2990.              0.1113             0.01103               0.000
               2991.              0.1112             0.01102               0.000
               2992.              0.1111             0.01101               0.000
               2993.              0.1110             0.01101               0.000
               2994.              0.1109             0.01100               0.000
               2995.              0.1108             0.01100               0.000
               2996.              0.1107             0.01099               0.000
               2997.              0.1107             0.01099               0.000
               2998.              0.1106             0.01098               0.000
               2999.              0.1105             0.01098               0.000
               3000.              0.1104             0.01097               0.000
               3001.              0.1103             0.01097               0.000
               3002.              0.1102             0.01096               0.000
               3003.              0.1101             0.01096               0.000
               3004.              0.1100             0.01095               0.000
               3005.              0.1100             0.01095               0.000
               3006.              0.1099             0.01094               0.000
               3007.              0.1098             0.01094               0.000
               3008.              0.1097             0.01093               0.000
               3009.              0.1096             0.01093               0.000
               3010.              0.1095             0.01093               0.000
               3011.              0.1094             0.01092               0.000
               3012.              0.1094             0.01092               0.000
               3013.              0.1093             0.01092               0.000
               3014.              0.1092             0.01092               0.000
               3015.              0.1092             0.01091               0.000
               3016.              0.1091             0.01091               0.000
               3017.              0.1090             0.01090               0.000
               3018.              0.1089             0.01090               0.000
               3019.              0.1088             0.01089               0.000
               3020.              0.1087             0.01089               0.000
               3021.              0.1087             0.01088               0.000
               3022.              0.1086             0.01088               0.000
               3023.              0.1085             0.01087               0.000
               3024.              0.1084             0.01086               0.000
               3025.              0.1083             0.01086               0.000
               3026.              0.1082             0.01085               0.000
               3027.              0.1081             0.01085               0.000
               3028.              0.1080             0.01084               0.000
               3029.              0.1079             0.01084               0.000
               3030.              0.1079             0.01084               0.000
               3031.              0.1078             0.01083               0.000
               3032.              0.1077             0.01083               0.000
               3033.              0.1076             0.01082               0.000
               3034.              0.1075             0.01082               0.000
               3035.              0.1074             0.01081               0.000
               3036.              0.1073             0.01081               0.000
               3037.              0.1073             0.01080               0.000
               3038.              0.1072             0.01080               0.000
               3039.              0.1071             0.01079               0.000
               3040.              0.1070             0.01079               0.000
               3041.              0.1069             0.01078               0.000
               3042.              0.1068             0.01078               0.000
               3043.              0.1068             0.01077               0.000
               3044.              0.1067             0.01077               0.000
               3045.              0.1066             0.01076               0.000
               3046.              0.1065             0.01076               0.000
               3047.              0.1064             0.01075               0.000
               3048.              0.1064             0.01075               0.000
               3049.              0.1063             0.01074               0.000
               3050.              0.1062             0.01074               0.000
               3051.              0.1061             0.01074               0.000
               3052.              0.1060             0.01073               0.000
               3053.              0.1059             0.01073               0.000
               3054.              0.1058             0.01072               0.000
               3055.              0.1057             0.01072               0.000
               3056.              0.1057             0.01071               0.000
               3057.              0.1056             0.01071               0.000
               3058.              0.1055             0.01070               0.000
               3059.              0.1054             0.01070               0.000
               3060.              0.1053             0.01069               0.000
               3061.              0.1052             0.01069               0.000
               3062.              0.1052             0.01068               0.000
               3063.              0.1051             0.01068               0.000
               3064.              0.1050             0.01067               0.000
               3065.              0.1049             0.01067               0.000
               3066.              0.1048             0.01066               0.000
               3067.              0.1047             0.01066               0.000
               3068.              0.1047             0.01065               0.000
               3069.              0.1046             0.01065               0.000
               3070.              0.1045             0.01064               0.000
               3071.              0.1044             0.01064               0.000
               3072.              0.1043             0.01064               0.000
               3073.              0.1042             0.01063               0.000
               3074.              0.1042             0.01063               0.000
               3075.              0.1041             0.01062               0.000
               3076.              0.1040             0.01062               0.000
               3077.              0.1039             0.01061               0.000
               3078.              0.1038             0.01061               0.000
               3079.              0.1037             0.01060               0.000
               3080.              0.1036             0.01060               0.000
               3081.              0.1036             0.01059               0.000
               3082.              0.1035             0.01059               0.000
               3083.              0.1034             0.01058               0.000
               3084.              0.1033             0.01058               0.000
               3085.              0.1032             0.01057               0.000
               3086.              0.1032             0.01057               0.000
               3087.              0.1031             0.01056               0.000
               3088.              0.1030             0.01055               0.000
               3089.              0.1029             0.01055               0.000
               3090.              0.1028             0.01054               0.000
               3091.              0.1027             0.01054               0.000
               3092.              0.1027             0.01054               0.000
               3093.              0.1026             0.01053               0.000
               3094.              0.1025             0.01053               0.000
               3095.              0.1024             0.01052               0.000
               3096.              0.1023             0.01052               0.000
               3097.              0.1022             0.01051               0.000
               3098.              0.1022             0.01051               0.000
               3099.              0.1021             0.01050               0.000
               3100.              0.1020             0.01050               0.000
               3101.              0.1019             0.01049               0.000
               3102.              0.1018             0.01049               0.000
               3103.              0.1017             0.01048               0.000
               3104.              0.1016             0.01048               0.000
               3105.              0.1016             0.01047               0.000
               3106.              0.1015             0.01047               0.000
               3107.              0.1014             0.01046               0.000
               3108.              0.1014             0.01046               0.000
               3109.              0.1013             0.01046               0.000
               3110.              0.1012             0.01045               0.000
               3111.              0.1012             0.01045               0.000
               3112.              0.1011             0.01045               0.000
               3113.              0.1010             0.01044               0.000
               3114.              0.1009             0.01044               0.000
               3115.              0.1008             0.01043               0.000
               3116.              0.1007             0.01043               0.000
               3117.              0.1006             0.01042               0.000
               3118.              0.1006             0.01041               0.000
               3119.              0.1005             0.01041               0.000
               3120.              0.1004             0.01040               0.000
               3121.              0.1003             0.01040               0.000
               3122.              0.1002             0.01039               0.000
               3123.              0.1001             0.01039               0.000
               3124.              0.1000             0.01038               0.000
               3125.             0.09997             0.01038               0.000
               3126.             0.09988             0.01037               0.000
               3127.             0.09979             0.01037               0.000
               3128.             0.09971             0.01036               0.000
               3129.             0.09963             0.01035               0.000
               3130.             0.09954             0.01035               0.000
               3131.             0.09946             0.01035               0.000
               3132.             0.09937             0.01034               0.000
               3133.             0.09928             0.01034               0.000
               3134.             0.09919             0.01033               0.000
               3135.             0.09910             0.01032               0.000
               3136.             0.09901             0.01032               0.000
               3137.             0.09893             0.01031               0.000
               3138.             0.09885             0.01031               0.000
               3139.             0.09875             0.01030               0.000
               3140.             0.09867             0.01030               0.000
               3141.             0.09858             0.01029               0.000
               3142.             0.09850             0.01028               0.000
               3143.             0.09841             0.01028               0.000
               3144.             0.09833             0.01027               0.000
               3145.             0.09825             0.01027               0.000
               3146.             0.09816             0.01026               0.000
               3147.             0.09808             0.01026               0.000
               3148.             0.09799             0.01025               0.000
               3149.             0.09790             0.01025               0.000
               3150.             0.09782             0.01024               0.000
               3151.             0.09773             0.01024               0.000
               3152.             0.09764             0.01023               0.000
               3153.             0.09756             0.01023               0.000
               3154.             0.09748             0.01022               0.000
               3155.             0.09738             0.01021               0.000
               3156.             0.09729             0.01021               0.000
               3157.             0.09721             0.01020               0.000
               3158.             0.09712             0.01020               0.000
               3159.             0.09703             0.01019               0.000
               3160.             0.09694             0.01018               0.000
               3161.             0.09686             0.01018               0.000
               3162.             0.09677             0.01017               0.000
               3163.             0.09668             0.01017               0.000
               3164.             0.09659             0.01016               0.000
               3165.             0.09652             0.01016               0.000
               3166.             0.09643             0.01015               0.000
               3167.             0.09634             0.01015               0.000
               3168.             0.09625             0.01014               0.000
               3169.             0.09617             0.01014               0.000
               3170.             0.09608             0.01013               0.000
               3171.             0.09599             0.01012               0.000
               3172.             0.09590             0.01012               0.000
               3173.             0.09582             0.01011               0.000
               3174.             0.09573             0.01011               0.000
               3175.             0.09564             0.01010               0.000
               3176.             0.09555             0.01009               0.000
               3177.             0.09547             0.01009               0.000
               3178.             0.09538             0.01008               0.000
               3179.             0.09530             0.01008               0.000
               3180.             0.09522             0.01007               0.000
               3181.             0.09513             0.01006               0.000
               3182.             0.09504             0.01006               0.000
               3183.             0.09495             0.01006               0.000
               3184.             0.09486             0.01005               0.000
               3185.             0.09477             0.01004               0.000
               3186.             0.09468             0.01004               0.000
               3187.             0.09459             0.01003               0.000
               3188.             0.09450             0.01003               0.000
               3189.             0.09442             0.01002               0.000
               3190.             0.09433             0.01001               0.000
               3191.             0.09424             0.01001               0.000
               3192.             0.09415             0.01000               0.000
               3193.             0.09406            0.009994               0.000
               3194.             0.09397            0.009987               0.000
               3195.             0.09388            0.009981               0.000
               3196.             0.09379            0.009975               0.000
               3197.             0.09372            0.009969               0.000
               3198.             0.09363            0.009963               0.000
               3199.             0.09354            0.009962               0.000
               3200.             0.09346            0.009956               0.000
               3201.             0.09337            0.009950               0.000
               3202.             0.09328            0.009943               0.000
               3203.             0.09320            0.009937               0.000
               3204.             0.09311            0.009931               0.000
               3205.             0.09302            0.009925               0.000
               3206.             0.09293            0.009919               0.000
               3207.             0.09284            0.009912               0.000
               3208.             0.09276            0.009906               0.000
               3209.             0.09267            0.009900               0.000
               3210.             0.09259            0.009893               0.000
               3211.             0.09249            0.009887               0.000
               3212.             0.09240            0.009880               0.000
               3213.             0.09233            0.009875               0.000
