#http://jwst.astro.umontreal.ca/?page_id=51

NIRISS Instrument Team Estimated Throughput. Source: Loic Albert.
First order is valid between 0.6 and 3.0 microns.
Second order is valid between 0.6 and 1.4 microns.
Third order is a highly uncertain guess lacking lab test.
---
     wavelength (nm)       T first order      T second order       T third order
               1442.              0.3306            0.002729               0.000
               1443.              0.3301            0.002747               0.000
               1444.              0.3296            0.002766               0.000
               1445.              0.3294            0.002784               0.000
               1446.              0.3292            0.002807               0.000
               1447.              0.3287            0.002826               0.000
               1448.              0.3282            0.002844               0.000
               1449.              0.3280            0.002863               0.000
               1450.              0.3279            0.002886               0.000
               1451.              0.3275            0.002904               0.000
               1452.              0.3272            0.002927               0.000
               1453.              0.3271            0.002945               0.000
               1454.              0.3269            0.002968               0.000
               1455.              0.3264            0.002986               0.000
               1456.              0.3258            0.003005               0.000
               1457.              0.3255            0.003023               0.000
               1458.              0.3252            0.003042               0.000
               1459.              0.3250            0.003064               0.000
               1460.              0.3248            0.003087               0.000
               1461.              0.3244            0.003105               0.000
               1462.              0.3238            0.003119               0.000
               1463.              0.3235            0.003142               0.000
               1464.              0.3232            0.003160               0.000
               1465.              0.3226            0.003178               0.000
               1466.              0.3221            0.003197               0.000
               1467.              0.3219            0.003219               0.000
               1468.              0.3218            0.003241               0.000
               1469.              0.3215            0.003259               0.000
               1470.              0.3211            0.003278               0.000
               1471.              0.3208            0.003300               0.000
               1472.              0.3205            0.003319               0.000
               1473.              0.3202            0.003341               0.000
               1474.              0.3198            0.003359               0.000
               1475.              0.3196            0.003382               0.000
               1476.              0.3192            0.003400               0.000
               1477.              0.3189            0.003419               0.000
               1478.              0.3186            0.003441               0.000
               1479.              0.3181            0.003460               0.000
               1480.              0.3177            0.003478               0.000
               1481.              0.3175            0.003500               0.000
               1482.              0.3174            0.003523               0.000
               1483.              0.3169            0.003541               0.000
               1484.              0.3164            0.003560               0.000
               1485.              0.3162            0.003582               0.000
               1486.              0.3161            0.003604               0.000
               1487.              0.3157            0.003622               0.000
               1488.              0.3154            0.003640               0.000
               1489.              0.3151            0.003663               0.000
               1490.              0.3148            0.003681               0.000
               1491.              0.3144            0.003703               0.000
               1492.              0.3141            0.003721               0.000
               1493.              0.3138            0.003743               0.000
               1494.              0.3134            0.003761               0.000
               1495.              0.3131            0.003783               0.000
               1496.              0.3128            0.003801               0.000
               1497.              0.3125            0.003823               0.000
               1498.              0.3121            0.003841               0.000
               1499.              0.3116            0.003859               0.000
               1500.              0.3112            0.003877               0.000
               1501.              0.3108            0.003895               0.000
               1502.              0.3106            0.003918               0.000
               1503.              0.3103            0.003936               0.000
               1504.              0.3100            0.003958               0.000
               1505.              0.3097            0.003977               0.000
               1506.              0.3094            0.003996               0.000
               1507.              0.3092            0.004018               0.000
               1508.              0.3089            0.004036               0.000
               1509.              0.3086            0.004059               0.000
               1510.              0.3083            0.004077               0.000
               1511.              0.3080            0.004096               0.000
               1512.              0.3077            0.004118               0.000
               1513.              0.3076            0.004140               0.000
               1514.              0.3074            0.004162               0.000
               1515.              0.3070            0.004181               0.000
               1516.              0.3065            0.004199               0.000
               1517.              0.3062            0.004217               0.000
               1518.              0.3059            0.004236               0.000
               1519.              0.3057            0.004258               0.000
               1520.              0.3054            0.004276               0.000
               1521.              0.3049            0.004294               0.000
               1522.              0.3044            0.004312               0.000
               1523.              0.3043            0.004334               0.000
               1524.              0.3042            0.004357               0.000
               1525.              0.3039            0.004375               0.000
               1526.              0.3036            0.004397               0.000
               1527.              0.3033            0.004415               0.000
               1528.              0.3030            0.004433               0.000
               1529.              0.3025            0.004451               0.000
               1530.              0.3021            0.004470               0.000
               1531.              0.3018            0.004488               0.000
               1532.              0.3015            0.004510               0.000
               1533.              0.3014            0.004533               0.000
               1534.              0.3013            0.004551               0.000
               1535.              0.3010            0.004573               0.000
               1536.              0.3007            0.004592               0.000
               1537.              0.3005            0.004614               0.000
               1538.              0.3001            0.004632               0.000
               1539.              0.2997            0.004647               0.000
               1540.              0.2993            0.004666               0.000
               1541.              0.2992            0.004688               0.000
               1542.              0.2991            0.004710               0.000
               1543.              0.2988            0.004732               0.000
               1544.              0.2985            0.004751               0.000
               1545.              0.2981            0.004766               0.000
               1546.              0.2977            0.004785               0.000
               1547.              0.2974            0.004803               0.000
               1548.              0.2972            0.004825               0.000
               1549.              0.2969            0.004844               0.000
               1550.              0.2966            0.004862               0.000
               1551.              0.2966            0.004885               0.000
               1552.              0.2965            0.004908               0.000
               1553.              0.2961            0.004926               0.000
               1554.              0.2957            0.004941               0.000
               1555.              0.2954            0.004960               0.000
               1556.              0.2952            0.004982               0.000
               1557.              0.2948            0.004998               0.000
               1558.              0.2944            0.005017               0.000
               1559.              0.2941            0.005035               0.000
               1560.              0.2939            0.005054               0.000
               1561.              0.2938            0.005076               0.000
               1562.              0.2937            0.005099               0.000
               1563.              0.2933            0.005118               0.000
               1564.              0.2929            0.005133               0.000
               1565.              0.2926            0.005151               0.000
               1566.              0.2924            0.005173               0.000
               1567.              0.2923            0.005196               0.000
               1568.              0.2922            0.005215               0.000
               1569.              0.2918            0.005234               0.000
               1570.              0.2914            0.005248               0.000
               1571.              0.2911            0.005267               0.000
               1572.              0.2909            0.005290               0.000
               1573.              0.2906            0.005308               0.000
               1574.              0.2903            0.005326               0.000
               1575.              0.2901            0.005345               0.000
               1576.              0.2898            0.005363               0.000
               1577.              0.2895            0.005382               0.000
               1578.              0.2893            0.005400               0.000
               1579.              0.2892            0.005423               0.000
               1580.              0.2890            0.005445               0.000
               1581.              0.2889            0.005464               0.000
               1582.              0.2886            0.005482               0.000
               1583.              0.2882            0.005497               0.000
               1584.              0.2878            0.005516               0.000
               1585.              0.2875            0.005535               0.000
               1586.              0.2873            0.005554               0.000
               1587.              0.2871            0.005573               0.000
               1588.              0.2868            0.005592               0.000
               1589.              0.2866            0.005610               0.000
               1590.              0.2864            0.005630               0.000
               1591.              0.2860            0.005645               0.000
               1592.              0.2856            0.005660               0.000
               1593.              0.2854            0.005680               0.000
               1594.              0.2851            0.005698               0.000
               1595.              0.2849            0.005718               0.000
               1596.              0.2847            0.005736               0.000
               1597.              0.2845            0.005756               0.000
               1598.              0.2843            0.005775               0.000
               1599.              0.2841            0.005795               0.000
               1600.              0.2838            0.005810               0.000
               1601.              0.2836            0.005829               0.000
               1602.              0.2834            0.005848               0.000
               1603.              0.2833            0.005872               0.000
               1604.              0.2832            0.005895               0.000
               1605.              0.2829            0.005910               0.000
               1606.              0.2825            0.005925               0.000
               1607.              0.2823            0.005945               0.000
               1608.              0.2821            0.005964               0.000
               1609.              0.2819            0.005983               0.000
               1610.              0.2816            0.005999               0.000
               1611.              0.2813            0.006015               0.000
               1612.              0.2809            0.006030               0.000
               1613.              0.2807            0.006050               0.000
               1614.              0.2805            0.006069               0.000
               1615.              0.2803            0.006089               0.000
               1616.              0.2801            0.006104               0.000
               1617.              0.2800            0.006128               0.000
               1618.              0.2799            0.006151               0.000
               1619.              0.2796            0.006168               0.000
               1620.              0.2793            0.006180               0.000
               1621.              0.2790            0.006199               0.000
               1622.              0.2789            0.006219               0.000
               1623.              0.2787            0.006235               0.000
               1624.              0.2785            0.006256               0.000
               1625.              0.2783            0.006276               0.000
               1626.              0.2781            0.006291               0.000
               1627.              0.2779            0.006311               0.000
               1628.              0.2777            0.006332               0.000
               1629.              0.2775            0.006348               0.000
               1630.              0.2773            0.006368               0.000
               1631.              0.2772            0.006385               0.000
               1632.              0.2769            0.006404               0.000
               1633.              0.2767            0.006424               0.000
               1634.              0.2766            0.006441               0.000
               1635.              0.2764            0.006460               0.000
               1636.              0.2762            0.006476               0.000
               1637.              0.2760            0.006497               0.000
               1638.              0.2758            0.006513               0.000
               1639.              0.2756            0.006533               0.000
               1640.              0.2754            0.006549               0.000
               1641.              0.2752            0.006570               0.000
               1642.              0.2750            0.006586               0.000
               1643.              0.2747            0.006602               0.000
               1644.              0.2743            0.006614               0.000
               1645.              0.2741            0.006631               0.000
               1646.              0.2739            0.006650               0.000
               1647.              0.2737            0.006667               0.000
               1648.              0.2736            0.006688               0.000
               1649.              0.2735            0.006707               0.000
               1650.              0.2735            0.006728               0.000
               1651.              0.2732            0.006744               0.000
               1652.              0.2728            0.006756               0.000
               1653.              0.2726            0.006773               0.000
               1654.              0.2724            0.006793               0.000
               1655.              0.2722            0.006810               0.000
               1656.              0.2720            0.006830               0.000
               1657.              0.2719            0.006847               0.000
               1658.              0.2716            0.006863               0.000
               1659.              0.2715            0.006884               0.000
               1660.              0.2713            0.006900               0.000
               1661.              0.2710            0.006914               0.000
               1662.              0.2707            0.006930               0.000
               1663.              0.2706            0.006951               0.000
               1664.              0.2706            0.006973               0.000
               1665.              0.2703            0.006986               0.000
               1666.              0.2700            0.007003               0.000
               1667.              0.2700            0.007024               0.000
               1668.              0.2699            0.007045               0.000
               1669.              0.2697            0.007059               0.000
               1670.              0.2694            0.007072               0.000
               1671.              0.2693            0.007094               0.000
               1672.              0.2693            0.007119               0.000
               1673.              0.2690            0.007132               0.000
               1674.              0.2687            0.007146               0.000
               1675.              0.2684            0.007159               0.000
               1676.              0.2681            0.007173               0.000
               1677.              0.2681            0.007195               0.000
               1678.              0.2681            0.007216               0.000
               1679.              0.2680            0.007234               0.000
               1680.              0.2678            0.007252               0.000
               1681.              0.2676            0.007269               0.000
               1682.              0.2675            0.007287               0.000
               1683.              0.2673            0.007304               0.000
               1684.              0.2672            0.007322               0.000
               1685.              0.2670            0.007339               0.000
               1686.              0.2668            0.007357               0.000
               1687.              0.2667            0.007375               0.000
               1688.              0.2665            0.007392               0.000
               1689.              0.2663            0.007410               0.000
               1690.              0.2662            0.007427               0.000
               1691.              0.2660            0.007444               0.000
               1692.              0.2658            0.007461               0.000
               1693.              0.2656            0.007478               0.000
               1694.              0.2654            0.007491               0.000
               1695.              0.2653            0.007508               0.000
               1696.              0.2651            0.007525               0.000
               1697.              0.2649            0.007542               0.000
               1698.              0.2647            0.007559               0.000
               1699.              0.2645            0.007576               0.000
               1700.              0.2644            0.007590               0.000
               1701.              0.2642            0.007607               0.000
               1702.              0.2640            0.007624               0.000
               1703.              0.2637            0.007638               0.000
               1704.              0.2634            0.007651               0.000
               1705.              0.2632            0.007664               0.000
               1706.              0.2630            0.007682               0.000
               1707.              0.2628            0.007699               0.000
               1708.              0.2627            0.007717               0.000
               1709.              0.2625            0.007734               0.000
               1710.              0.2623            0.007748               0.000
               1711.              0.2622            0.007766               0.000
               1712.              0.2620            0.007783               0.000
               1713.              0.2617            0.007797               0.000
               1714.              0.2614            0.007807               0.000
               1715.              0.2614            0.007830               0.000
               1716.              0.2614            0.007852               0.000
               1717.              0.2613            0.007869               0.000
               1718.              0.2611            0.007883               0.000
               1719.              0.2608            0.007897               0.000
               1720.              0.2605            0.007908               0.000
               1721.              0.2604            0.007926               0.000
               1722.              0.2602            0.007944               0.000
               1723.              0.2601            0.007959               0.000
               1724.              0.2599            0.007977               0.000
               1725.              0.2598            0.007992               0.000
               1726.              0.2597            0.008010               0.000
               1727.              0.2595            0.008024               0.000
               1728.              0.2594            0.008043               0.000
               1729.              0.2592            0.008062               0.000
               1730.              0.2591            0.008076               0.000
               1731.              0.2589            0.008093               0.000
               1732.              0.2587            0.008107               0.000
               1733.              0.2586            0.008125               0.000
               1734.              0.2584            0.008139               0.000
               1735.              0.2582            0.008156               0.000
               1736.              0.2581            0.008169               0.000
               1737.              0.2579            0.008184               0.000
               1738.              0.2577            0.008201               0.000
               1739.              0.2576            0.008215               0.000
               1740.              0.2574            0.008233               0.000
               1741.              0.2572            0.008247               0.000
               1742.              0.2571            0.008260               0.000
               1743.              0.2569            0.008278               0.000
               1744.              0.2568            0.008293               0.000
               1745.              0.2566            0.008307               0.000
               1746.              0.2564            0.008324               0.000
               1747.              0.2563            0.008339               0.000
               1748.              0.2561            0.008353               0.000
               1749.              0.2560            0.008371               0.000
               1750.              0.2558            0.008386               0.000
               1751.              0.2556            0.008400               0.000
               1752.              0.2555            0.008417               0.000
               1753.              0.2554            0.008433               0.000
               1754.              0.2552            0.008447               0.000
               1755.              0.2550            0.008461               0.000
               1756.              0.2549            0.008480               0.000
               1757.              0.2547            0.008494               0.000
               1758.              0.2546            0.008508               0.000
               1759.              0.2543            0.008519               0.000
               1760.              0.2540            0.008529               0.000
               1761.              0.2538            0.008542               0.000
               1762.              0.2537            0.008561               0.000
               1763.              0.2535            0.008574               0.000
               1764.              0.2533            0.008589               0.000
               1765.              0.2531            0.008602               0.000
               1766.              0.2530            0.008616               0.000
               1767.              0.2528            0.008631               0.000
               1768.              0.2526            0.008644               0.000
               1769.              0.2524            0.008658               0.000
               1770.              0.2523            0.008672               0.000
               1771.              0.2521            0.008686               0.000
               1772.              0.2519            0.008701               0.000
               1773.              0.2518            0.008714               0.000
               1774.              0.2516            0.008728               0.000
               1775.              0.2514            0.008743               0.000
               1776.              0.2512            0.008757               0.000
               1777.              0.2511            0.008772               0.000
               1778.              0.2509            0.008785               0.000
               1779.              0.2506            0.008791               0.000
               1780.              0.2503            0.008802               0.000
               1781.              0.2502            0.008820               0.000
               1782.              0.2502            0.008839               0.000
               1783.              0.2501            0.008853               0.000
               1784.              0.2499            0.008868               0.000
               1785.              0.2497            0.008882               0.000
               1786.              0.2495            0.008892               0.000
               1787.              0.2494            0.008907               0.000
               1788.              0.2492            0.008921               0.000
               1789.              0.2490            0.008936               0.000
               1790.              0.2489            0.008946               0.000
               1791.              0.2487            0.008961               0.000
               1792.              0.2485            0.008975               0.000
               1793.              0.2484            0.008986               0.000
               1794.              0.2482            0.009000               0.000
               1795.              0.2480            0.009014               0.000
               1796.              0.2478            0.009024               0.000
               1797.              0.2476            0.009038               0.000
               1798.              0.2475            0.009053               0.000
               1799.              0.2473            0.009063               0.000
               1800.              0.2471            0.009078               0.000
               1801.              0.2470            0.009092               0.000
               1802.              0.2468            0.009104               0.000
               1803.              0.2465            0.009114               0.000
               1804.              0.2463            0.009122               0.000
               1805.              0.2462            0.009141               0.000
               1806.              0.2462            0.009161               0.000
               1807.              0.2459            0.009167               0.000
               1808.              0.2457            0.009179               0.000
               1809.              0.2456            0.009197               0.000
               1810.              0.2456            0.009213               0.000
               1811.              0.2454            0.009223               0.000
               1812.              0.2451            0.009231               0.000
               1813.              0.2449            0.009245               0.000
               1814.              0.2448            0.009260               0.000
               1815.              0.2446            0.009270               0.000
               1816.              0.2445            0.009286               0.000
               1817.              0.2443            0.009296               0.000
               1818.              0.2442            0.009311               0.000
               1819.              0.2440            0.009326               0.000
               1820.              0.2439            0.009337               0.000
               1821.              0.2437            0.009352               0.000
               1822.              0.2435            0.009362               0.000
               1823.              0.2434            0.009377               0.000
               1824.              0.2432            0.009386               0.000
               1825.              0.2430            0.009401               0.000
               1826.              0.2429            0.009411               0.000
               1827.              0.2427            0.009426               0.000
               1828.              0.2425            0.009435               0.000
               1829.              0.2424            0.009450               0.000
               1830.              0.2422            0.009460               0.000
               1831.              0.2421            0.009476               0.000
               1832.              0.2420            0.009488               0.000
               1833.              0.2418            0.009502               0.000
               1834.              0.2417            0.009514               0.000
               1835.              0.2415            0.009529               0.000
               1836.              0.2414            0.009541               0.000
               1837.              0.2412            0.009551               0.000
               1838.              0.2411            0.009567               0.000
               1839.              0.2410            0.009578               0.000
               1840.              0.2408            0.009589               0.000
               1841.              0.2406            0.009601               0.000
               1842.              0.2403            0.009608               0.000
               1843.              0.2402            0.009620               0.000
               1844.              0.2400            0.009630               0.000
               1845.              0.2399            0.009646               0.000
               1846.              0.2398            0.009658               0.000
               1847.              0.2396            0.009669               0.000
               1848.              0.2395            0.009684               0.000
               1849.              0.2394            0.009699               0.000
               1850.              0.2394            0.009715               0.000
               1851.              0.2393            0.009729               0.000
               1852.              0.2391            0.009740               0.000
               1853.              0.2389            0.009751               0.000
               1854.              0.2388            0.009764               0.000
               1855.              0.2386            0.009775               0.000
               1856.              0.2384            0.009785               0.000
               1857.              0.2381            0.009792               0.000
               1858.              0.2379            0.009799               0.000
               1859.              0.2376            0.009808               0.000
               1860.              0.2375            0.009823               0.000
               1861.              0.2374            0.009836               0.000
               1862.              0.2374            0.009850               0.000
               1863.              0.2372            0.009865               0.000
               1864.              0.2370            0.009869               0.000
               1865.              0.2368            0.009884               0.000
               1866.              0.2366            0.009894               0.000
               1867.              0.2364            0.009902               0.000
               1868.              0.2362            0.009912               0.000
               1869.              0.2360            0.009921               0.000
               1870.              0.2358            0.009931               0.000
               1871.              0.2355            0.009933               0.000
               1872.              0.2351            0.009938               0.000
               1873.              0.2349            0.009948               0.000
               1874.              0.2348            0.009958               0.000
               1875.              0.2346            0.009967               0.000
               1876.              0.2344            0.009976               0.000
               1877.              0.2342            0.009985               0.000
               1878.              0.2340            0.009995               0.000
               1879.              0.2338             0.01000               0.000
               1880.              0.2336             0.01001               0.000
               1881.              0.2334             0.01002               0.000
               1882.              0.2332             0.01003               0.000
               1883.              0.2330             0.01004               0.000
               1884.              0.2328             0.01005               0.000
               1885.              0.2326             0.01006               0.000
               1886.              0.2324             0.01007               0.000
               1887.              0.2322             0.01007               0.000
               1888.              0.2320             0.01008               0.000
               1889.              0.2318             0.01009               0.000
               1890.              0.2316             0.01010               0.000
               1891.              0.2314             0.01011               0.000
               1892.              0.2312             0.01012               0.000
               1893.              0.2311             0.01013               0.000
               1894.              0.2309             0.01014               0.000
               1895.              0.2308             0.01015               0.000
               1896.              0.2307             0.01017               0.000
               1897.              0.2304             0.01017               0.000
               1898.              0.2301             0.01017               0.000
               1899.              0.2300             0.01019               0.000
               1900.              0.2300             0.01020               0.000
               1901.              0.2298             0.01021               0.000
               1902.              0.2296             0.01022               0.000
               1903.              0.2295             0.01023               0.000
               1904.              0.2293             0.01024               0.000
               1905.              0.2290             0.01024               0.000
               1906.              0.2287             0.01024               0.000
               1907.              0.2285             0.01025               0.000
               1908.              0.2284             0.01026               0.000
               1909.              0.2282             0.01027               0.000
               1910.              0.2280             0.01028               0.000
               1911.              0.2278             0.01029               0.000
               1912.              0.2276             0.01029               0.000
               1913.              0.2275             0.01031               0.000
               1914.              0.2275             0.01032               0.000
               1915.              0.2273             0.01033               0.000
               1916.              0.2271             0.01034               0.000
               1917.              0.2268             0.01034               0.000
               1918.              0.2265             0.01034               0.000
               1919.              0.2263             0.01035               0.000
               1920.              0.2261             0.01036               0.000
               1921.              0.2259             0.01037               0.000
               1922.              0.2257             0.01037               0.000
               1923.              0.2256             0.01038               0.000
               1924.              0.2255             0.01040               0.000
               1925.              0.2253             0.01041               0.000
               1926.              0.2251             0.01041               0.000
               1927.              0.2249             0.01042               0.000
               1928.              0.2247             0.01043               0.000
               1929.              0.2244             0.01043               0.000
               1930.              0.2241             0.01043               0.000
               1931.              0.2239             0.01044               0.000
               1932.              0.2238             0.01045               0.000
               1933.              0.2236             0.01045               0.000
               1934.              0.2234             0.01046               0.000
               1935.              0.2233             0.01047               0.000
               1936.              0.2231             0.01048               0.000
               1937.              0.2229             0.01049               0.000
               1938.              0.2228             0.01050               0.000
               1939.              0.2226             0.01050               0.000
               1940.              0.2224             0.01051               0.000
               1941.              0.2222             0.01052               0.000
               1942.              0.2221             0.01052               0.000
               1943.              0.2219             0.01053               0.000
               1944.              0.2217             0.01054               0.000
               1945.              0.2215             0.01055               0.000
               1946.              0.2214             0.01055               0.000
               1947.              0.2212             0.01056               0.000
               1948.              0.2210             0.01057               0.000
               1949.              0.2208             0.01057               0.000
               1950.              0.2207             0.01058               0.000
               1951.              0.2206             0.01060               0.000
               1952.              0.2205             0.01061               0.000
               1953.              0.2202             0.01061               0.000
               1954.              0.2199             0.01061               0.000
               1955.              0.2198             0.01062               0.000
               1956.              0.2196             0.01063               0.000
               1957.              0.2194             0.01063               0.000
               1958.              0.2193             0.01064               0.000
               1959.              0.2191             0.01065               0.000
               1960.              0.2189             0.01065               0.000
               1961.              0.2188             0.01066               0.000
               1962.              0.2186             0.01067               0.000
               1963.              0.2184             0.01068               0.000
               1964.              0.2183             0.01069               0.000
               1965.              0.2181             0.01069               0.000
               1966.              0.2180             0.01070               0.000
               1967.              0.2178             0.01071               0.000
               1968.              0.2176             0.01071               0.000
               1969.              0.2176             0.01073               0.000
               1970.              0.2176             0.01074               0.000
               1971.              0.2174             0.01075               0.000
               1972.              0.2172             0.01076               0.000
               1973.              0.2171             0.01076               0.000
               1974.              0.2169             0.01077               0.000
               1975.              0.2167             0.01078               0.000
               1976.              0.2166             0.01078               0.000
               1977.              0.2164             0.01079               0.000
               1978.              0.2163             0.01080               0.000
               1979.              0.2161             0.01080               0.000
               1980.              0.2160             0.01081               0.000
               1981.              0.2159             0.01082               0.000
               1982.              0.2157             0.01083               0.000
               1983.              0.2156             0.01083               0.000
               1984.              0.2155             0.01085               0.000
               1985.              0.2153             0.01086               0.000
               1986.              0.2152             0.01086               0.000
               1987.              0.2151             0.01087               0.000
               1988.              0.2150             0.01088               0.000
               1989.              0.2148             0.01089               0.000
               1990.              0.2147             0.01090               0.000
               1991.              0.2147             0.01091               0.000
               1992.              0.2146             0.01092               0.000
               1993.              0.2145             0.01093               0.000
               1994.              0.2144             0.01094               0.000
               1995.              0.2143             0.01095               0.000
               1996.              0.2143             0.01096               0.000
               1997.              0.2141             0.01097               0.000
