# Wavelength (nm), lambda Transmission
600.0,0.0629363897
601.0,0.06469932049999999
602.0,0.0664660971
603.0,0.068256652
604.0,0.07005687499999999
605.0,0.071926912
606.0,0.073864016
607.0,0.07582597699999999
608.0,0.07782123699999999
609.0,0.07980571
610.0,0.081843515
611.0,0.08384085200000001
612.0,0.085874905
613.0,0.08790547399999998
614.0,0.08998294300000001
615.0,0.092110595
616.0,0.09423630399999999
617.0,0.096423385
618.0,0.098622124
619.0,0.100906422
620.0,0.103218793
621.0,0.10534054899999999
622.0,0.107453997
623.0,0.10954151599999999
624.0,0.111683908
625.0,0.11381075600000001
626.0,0.115939614
627.0,0.118095808
628.0,0.12023846799999999
629.0,0.122437676
630.0,0.12461530999999999
631.0,0.126677436
632.0,0.128753498
633.0,0.13092054599999997
634.0,0.133160423
635.0,0.135363115
636.0,0.137589994
637.0,0.13977138
638.0,0.141922013
639.0,0.14404986599999997
640.0,0.14619312899999998
641.0,0.14837257199999998
642.0,0.15055797799999998
643.0,0.152684826
644.0,0.154777571
645.0,0.15685102
646.0,0.158971436
647.0,0.161114498
648.0,0.16331451
649.0,0.165429834
650.0,0.167490017
651.0,0.169490637
652.0,0.171483686
653.0,0.173491877
654.0,0.175484189
655.0,0.177399585
656.0,0.17930613699999998
657.0,0.181303541
658.0,0.18333075999999998
659.0,0.18533660599999996
660.0,0.187272571
661.0,0.188937856
662.0,0.19054733000000001
663.0,0.19229904499999997
664.0,0.19399582
665.0,0.195568042
666.0,0.19712612699999998
667.0,0.198684949
668.0,0.20017657
669.0,0.201692043
670.0,0.20317187199999998
671.0,0.20464607299999998
672.0,0.206091531
673.0,0.207495851
674.0,0.208909685
675.0,0.21036190999999999
675.9999999999999,0.21186793599999987
677.0,0.21332404700000002
677.9999999999999,0.21471932199999985
679.0,0.216133491
679.9999999999999,0.21746364199999985
681.0,0.218526999
681.9999999999999,0.2195424509999999
683.0,0.22067622499999998
683.9999999999999,0.2217517089999999
685.0,0.222698218
686.0,0.2236524989999999
687.0,0.224679073
688.0,0.225714558
689.0,0.22650093700000007
690.0,0.227305339
691.0000000000001,0.2280948000000001
692.0,0.228845937
693.0000000000001,0.22951680800000007
694.0,0.23003391399999998
695.0000000000001,0.230552896
696.0,0.231051242
697.0000000000001,0.231508651
698.0,0.231971219
699.0000000000001,0.23232156200000004
700.0,0.232690866
701.0000000000001,0.23297702300000003
702.0,0.233286161
703.0000000000001,0.23353292200000003
704.0,0.233718043
705.0000000000001,0.23386919499999997
706.0,0.233992073
707.0000000000001,0.234054718
708.0,0.23414222
709.0,0.23414222
710.0,0.234138803
711.0,0.234068989
712.0,0.23393746799999998
713.0,0.23375589800000002
714.0,0.23355576899999997
715.0,0.233327634
716.0,0.233077724
717.0,0.23281327500000001
718.0,0.232483903
719.0,0.232169405
720.0,0.23181604700000003
721.0,0.23141036199999998
722.0,0.230936203
723.0,0.230511356
724.0,0.23002708
725.0,0.22965824499999998
726.0,0.22917638099999998
727.0,0.22872989300000002
728.0,0.22818705899999997
729.0,0.227692532
730.0,0.227088929
731.0,0.226577719
732.0,0.22594215699999998
733.0,0.22521085199999996
734.0,0.224388762
735.0,0.22372814200000002
736.0,0.223080252
737.0,0.22234070599999997
738.0,0.22160457700000002
739.0,0.220849085
740.0,0.220047095
741.0,0.21922761799999999
742.0,0.218410017
743.0,0.21750947
744.0,0.216680345
745.0,0.215858322
746.0,0.215043133
747.0,0.21412335700000001
748.0,0.213150584
749.0,0.212182166
750.0,0.211228421
751.0,0.21004855099999997
752.0,0.20893373799999998
753.0,0.207748106
754.0,0.20660970899999997
755.0,0.20542608699999998
756.0,0.204211712
757.0,0.202981927
758.0,0.20178256
759.0,0.20069032600000003
760.0,0.199556552
761.0,0.198289515
762.0,0.197054236
763.0,0.19579885700000002
764.0,0.19451151900000002
765.0,0.193384579
766.0,0.19218038799999998
767.0,0.19085961699999998
768.0,0.189566651
769.0,0.18837425200000002
770.0,0.187212874
771.0,0.185991531
772.0,0.18478827799999997
773.0,0.183653566
774.0,0.182463445
775.0,0.181259321
776.0,0.18004816199999998
777.0,0.17894259499999998
778.0,0.177790463
779.0,0.17653247099999997
780.0,0.17533565
781.0,0.174099768
782.0,0.17295313
783.0,0.171813661
784.0,0.170599152
785.0,0.169349334
786.0,0.168060388
787.0,0.166881858
788.0,0.165689928
788.9999999999999,0.1645404760000001
790.0,0.16333574899999997
790.9999999999999,0.16217289700000012
792.0,0.16096167099999997
792.9999999999999,0.15983298900000015
794.0,0.158610239
794.9999999999999,0.15739365300000013
796.0,0.15612407
796.9999999999999,0.15495237400000011
798.0,0.15379233599999997
798.9999999999999,0.15265434100000014
800.0,0.151523046
800.9999999999999,0.15040789800000015
802.0,0.149328126
802.9999999999999,0.14823120200000012
804.0,0.147155249
804.9999999999999,0.1461030810000001
806.0,0.145003209
806.9999999999999,0.1439571380000001
808.0,0.142859544
808.9999999999999,0.14177032500000014
810.0,0.140717353
811.0,0.13952106800000014
812.0,0.138391113
813.0,0.13738819
814.0,0.13638613799999988
815.0,0.135328811
816.0000000000001,0.13428917199999987
817.0,0.133225413
818.0000000000001,0.1321820219999999
819.0,0.131149485
820.0000000000001,0.1301395939999999
821.0,0.129119653
822.0000000000001,0.1281201469999999
823.0,0.12713745799999998
824.0000000000001,0.1261845169999999
825.0,0.125263937
826.0000000000001,0.12438322199999988
827.0,0.123452525
828.0000000000001,0.1225082939999999
829.0,0.12159984099999999
830.0000000000001,0.12067691599999988
831.0,0.119722166
832.0000000000001,0.1187940149999999
833.0,0.117877388
834.0000000000001,0.1169883649999999
835.0,0.116104501
836.0000000000001,0.1152618419999999
837.0,0.114350106
838.0000000000001,0.11341043099999991
839.0,0.11250653399999999
840.0000000000001,0.11159915299999988
841.0,0.11064922699999999
842.0000000000001,0.10976623399999991
843.0,0.108921833
844.0000000000001,0.10809136799999991
845.0,0.107187337
846.0000000000001,0.10629938599999991
847.0,0.105411636
848.0000000000001,0.10454854199999991
849.0,0.103663003
850.0000000000001,0.1027970279999999
851.0,0.10202491999999999
852.0,0.101227687
853.0,0.10039052199999998
854.0,0.09957211699999999
855.0,0.098754114
