# Wavelength (nm), lambda Transmission
846.0000000000001,0.1307310030000001
847.0,0.131558453
848.0000000000001,0.1324137080000001
849.0,0.133230036
850.0000000000001,0.1340715560000001
851.0,0.13504432900000002
852.0,0.135982865
853.0,0.136866394
854.0,0.137755953
855.0,0.138650403
856.0,0.139539895
857.0,0.140431531
858.0,0.141346751
859.0,0.142237583
860.0,0.143143959
861.0,0.144110836
862.0,0.145060695
863.0,0.14593759099999998
864.0,0.146782796
865.0,0.147667196
866.0,0.148539804
867.0,0.149392915
868.0,0.150275439
869.0,0.15119153
870.0,0.15213381799999998
871.0,0.15297808499999999
872.0,0.153806205
873.0,0.154626486
874.0,0.155457286
875.0,0.156240516
876.0,0.1570882
877.0,0.157995447
878.0,0.158914084
879.0,0.159709106
880.0,0.16052262
881.0,0.161374525
882.0,0.16223688199999997
883.0,0.16315451399999997
884.0,0.164018211
885.0,0.164846197
886.0,0.165659644
887.0,0.166422908
888.0,0.167228583
889.0,0.168407046
890.0,0.16958838999999998
891.0,0.170380464
892.0,0.17109542099999997
893.0,0.171972518
894.0,0.17280700300000001
895.0,0.17358098699999996
896.0,0.174342911
897.0,0.17505713099999998
898.0,0.175820797
899.0,0.17663893399999997
900.0,0.177477506
901.0,0.178254974
902.0,0.17900905900000003
903.0,0.179875034
904.0,0.180700072
905.0,0.18144752399999997
906.0,0.18220931399999998
907.0,0.18306430099999998
908.0,0.183918484
909.0,0.184621649
910.0,0.185364009
911.0,0.186112466
912.0,0.186840287
913.0,0.18752683599999997
914.0,0.18828011700000002
915.0,0.18909537299999998
916.0,0.18989146699999998
917.0,0.190614531
917.9999999999999,0.19133880099999995
919.0,0.19212048999999998
919.9999999999999,0.1929303189999999
921.0,0.193721388
921.9999999999999,0.19444646199999993
923.0,0.19506400100000001
923.9999999999999,0.19570626299999994
925.0,0.19656459999999998
925.9999999999999,0.19744109399999987
927.0,0.19820234799999997
927.9999999999999,0.19894812499999992
929.0,0.199712595
929.9999999999999,0.2004541509999999
931.0,0.201237448
931.9999999999999,0.20194369499999992
933.0,0.20284270100000001
933.9999999999999,0.2036833499999999
935.0,0.204425509
936.0,0.20519265899999994
937.0,0.205935756
938.0,0.206669205
939.0,0.20743541700000007
940.0,0.20818018900000002
941.0000000000001,0.2090555440000001
942.0,0.20996788300000002
943.0000000000001,0.21074468100000007
944.0,0.211503322
945.0000000000001,0.2124322100000001
